;DATE;WEEK_DAY;MONTH;TIME;ASS_ASSIGNMENT;ASS_ID;CSPL_RECEIVED_CALLS;CSPL_CALLS
561236;(540, 291, 18, 10, 2011);2;10;540;Téléphonie;35;35;36
561285;(570, 291, 18, 10, 2011);2;10;570;Téléphonie;35;38;40
561334;(600, 291, 18, 10, 2011);2;10;600;Téléphonie;35;47;47
561384;(630, 291, 18, 10, 2011);2;10;630;Téléphonie;35;58;58
561433;(660, 291, 18, 10, 2011);2;10;660;Téléphonie;35;37;37
561482;(690, 291, 18, 10, 2011);2;10;690;Téléphonie;35;37;37
561532;(720, 291, 18, 10, 2011);2;10;720;Téléphonie;35;34;35
561582;(750, 291, 18, 10, 2011);2;10;750;Téléphonie;35;27;27
561632;(780, 291, 18, 10, 2011);2;10;780;Téléphonie;35;25;25
561682;(810, 291, 18, 10, 2011);2;10;810;Téléphonie;35;24;24
561732;(840, 291, 18, 10, 2011);2;10;840;Téléphonie;35;40;42
561782;(870, 291, 18, 10, 2011);2;10;870;Téléphonie;35;38;40
561832;(900, 291, 18, 10, 2011);2;10;900;Téléphonie;35;40;41
561882;(930, 291, 18, 10, 2011);2;10;930;Téléphonie;35;44;44
561932;(960, 291, 18, 10, 2011);2;10;960;Téléphonie;35;40;41
561981;(990, 291, 18, 10, 2011);2;10;990;Téléphonie;35;43;43
562030;(1020, 291, 18, 10, 2011);2;10;1020;Téléphonie;35;39;39
562077;(1050, 291, 18, 10, 2011);2;10;1050;Téléphonie;35;38;39
562122;(1080, 291, 18, 10, 2011);2;10;1080;Téléphonie;35;33;33
562164;(1110, 291, 18, 10, 2011);2;10;1110;Téléphonie;35;17;17
562206;(1140, 291, 18, 10, 2011);2;10;1140;Téléphonie;35;17;17
562248;(1170, 291, 18, 10, 2011);2;10;1170;Téléphonie;35;12;12
562289;(1200, 291, 18, 10, 2011);2;10;1200;Téléphonie;35;12;12
562328;(1230, 291, 18, 10, 2011);2;10;1230;Téléphonie;35;7;7
562366;(1260, 291, 18, 10, 2011);2;10;1260;Téléphonie;35;5;5
562404;(1290, 291, 18, 10, 2011);2;10;1290;Téléphonie;35;1;1
562442;(1320, 291, 18, 10, 2011);2;10;1320;Téléphonie;35;4;4
562480;(1350, 291, 18, 10, 2011);2;10;1350;Téléphonie;35;0;0
562512;(1380, 291, 18, 10, 2011);2;10;1380;Téléphonie;35;1;1
562544;(1410, 291, 18, 10, 2011);2;10;1410;Téléphonie;35;0;0
562575;(0, 292, 19, 10, 2011);3;10;0;Téléphonie;35;0;0
562604;(30, 292, 19, 10, 2011);3;10;30;Téléphonie;35;0;0
562632;(60, 292, 19, 10, 2011);3;10;60;Téléphonie;35;0;0
562659;(90, 292, 19, 10, 2011);3;10;90;Téléphonie;35;0;0
562687;(120, 292, 19, 10, 2011);3;10;120;Téléphonie;35;0;0
562715;(150, 292, 19, 10, 2011);3;10;150;Téléphonie;35;0;0
562743;(180, 292, 19, 10, 2011);3;10;180;Téléphonie;35;0;0
562771;(210, 292, 19, 10, 2011);3;10;210;Téléphonie;35;0;0
562799;(240, 292, 19, 10, 2011);3;10;240;Téléphonie;35;1;1
562827;(270, 292, 19, 10, 2011);3;10;270;Téléphonie;35;1;1
562855;(300, 292, 19, 10, 2011);3;10;300;Téléphonie;35;0;0
562883;(330, 292, 19, 10, 2011);3;10;330;Téléphonie;35;0;0
562911;(360, 292, 19, 10, 2011);3;10;360;Téléphonie;35;1;1
562941;(390, 292, 19, 10, 2011);3;10;390;Téléphonie;35;3;3
562977;(420, 292, 19, 10, 2011);3;10;420;Téléphonie;35;3;3
563019;(450, 292, 19, 10, 2011);3;10;450;Téléphonie;35;1;1
563062;(480, 292, 19, 10, 2011);3;10;480;Téléphonie;35;9;9
563108;(510, 292, 19, 10, 2011);3;10;510;Téléphonie;35;21;23
563155;(540, 292, 19, 10, 2011);3;10;540;Téléphonie;35;32;33
563203;(570, 292, 19, 10, 2011);3;10;570;Téléphonie;35;45;45
563251;(600, 292, 19, 10, 2011);3;10;600;Téléphonie;35;35;37
563299;(630, 292, 19, 10, 2011);3;10;630;Téléphonie;35;35;35
563347;(660, 292, 19, 10, 2011);3;10;660;Téléphonie;35;39;40
563395;(690, 292, 19, 10, 2011);3;10;690;Téléphonie;35;38;38
563443;(720, 292, 19, 10, 2011);3;10;720;Téléphonie;35;27;27
563490;(750, 292, 19, 10, 2011);3;10;750;Téléphonie;35;22;22
563537;(780, 292, 19, 10, 2011);3;10;780;Téléphonie;35;25;25
563585;(810, 292, 19, 10, 2011);3;10;810;Téléphonie;35;25;26
563634;(840, 292, 19, 10, 2011);3;10;840;Téléphonie;35;26;26
563682;(870, 292, 19, 10, 2011);3;10;870;Téléphonie;35;32;32
563730;(900, 292, 19, 10, 2011);3;10;900;Téléphonie;35;47;48
563779;(930, 292, 19, 10, 2011);3;10;930;Téléphonie;35;46;46
563828;(960, 292, 19, 10, 2011);3;10;960;Téléphonie;35;34;35
563877;(990, 292, 19, 10, 2011);3;10;990;Téléphonie;35;36;36
563925;(1020, 292, 19, 10, 2011);3;10;1020;Téléphonie;35;47;49
563970;(1050, 292, 19, 10, 2011);3;10;1050;Téléphonie;35;32;33
564015;(1080, 292, 19, 10, 2011);3;10;1080;Téléphonie;35;26;26
564060;(1110, 292, 19, 10, 2011);3;10;1110;Téléphonie;35;20;20
564104;(1140, 292, 19, 10, 2011);3;10;1140;Téléphonie;35;7;7
564146;(1170, 292, 19, 10, 2011);3;10;1170;Téléphonie;35;9;9
564189;(1200, 292, 19, 10, 2011);3;10;1200;Téléphonie;35;4;4
564231;(1230, 292, 19, 10, 2011);3;10;1230;Téléphonie;35;8;8
564273;(1260, 292, 19, 10, 2011);3;10;1260;Téléphonie;35;5;5
564315;(1290, 292, 19, 10, 2011);3;10;1290;Téléphonie;35;5;5
564357;(1320, 292, 19, 10, 2011);3;10;1320;Téléphonie;35;2;2
564398;(1350, 292, 19, 10, 2011);3;10;1350;Téléphonie;35;0;0
564438;(1380, 292, 19, 10, 2011);3;10;1380;Téléphonie;35;2;2
564477;(1410, 292, 19, 10, 2011);3;10;1410;Téléphonie;35;0;0
564515;(0, 293, 20, 10, 2011);4;10;0;Téléphonie;35;1;1
564553;(30, 293, 20, 10, 2011);4;10;30;Téléphonie;35;0;0
564592;(60, 293, 20, 10, 2011);4;10;60;Téléphonie;35;0;0
564631;(90, 293, 20, 10, 2011);4;10;90;Téléphonie;35;0;0
564669;(120, 293, 20, 10, 2011);4;10;120;Téléphonie;35;4;4
564707;(150, 293, 20, 10, 2011);4;10;150;Téléphonie;35;6;6
564745;(180, 293, 20, 10, 2011);4;10;180;Téléphonie;35;0;0
564783;(210, 293, 20, 10, 2011);4;10;210;Téléphonie;35;2;2
564821;(240, 293, 20, 10, 2011);4;10;240;Téléphonie;35;0;0
564860;(270, 293, 20, 10, 2011);4;10;270;Téléphonie;35;0;0
564898;(300, 293, 20, 10, 2011);4;10;300;Téléphonie;35;1;1
564936;(330, 293, 20, 10, 2011);4;10;330;Téléphonie;35;0;0
564974;(360, 293, 20, 10, 2011);4;10;360;Téléphonie;35;0;0
565016;(390, 293, 20, 10, 2011);4;10;390;Téléphonie;35;4;4
565058;(420, 293, 20, 10, 2011);4;10;420;Téléphonie;35;8;8
565101;(450, 293, 20, 10, 2011);4;10;450;Téléphonie;35;8;8
565148;(480, 293, 20, 10, 2011);4;10;480;Téléphonie;35;7;7
565196;(510, 293, 20, 10, 2011);4;10;510;Téléphonie;35;22;22
565246;(540, 293, 20, 10, 2011);4;10;540;Téléphonie;35;30;31
565296;(570, 293, 20, 10, 2011);4;10;570;Téléphonie;35;40;40
565345;(600, 293, 20, 10, 2011);4;10;600;Téléphonie;35;55;55
565394;(630, 293, 20, 10, 2011);4;10;630;Téléphonie;35;49;50
565445;(660, 293, 20, 10, 2011);4;10;660;Téléphonie;35;51;54
565496;(690, 293, 20, 10, 2011);4;10;690;Téléphonie;35;48;49
565545;(720, 293, 20, 10, 2011);4;10;720;Téléphonie;35;34;34
565592;(750, 293, 20, 10, 2011);4;10;750;Téléphonie;35;15;15
565641;(780, 293, 20, 10, 2011);4;10;780;Téléphonie;35;17;17
565690;(810, 293, 20, 10, 2011);4;10;810;Téléphonie;35;17;17
565739;(840, 293, 20, 10, 2011);4;10;840;Téléphonie;35;32;32
565789;(870, 293, 20, 10, 2011);4;10;870;Téléphonie;35;37;37
565839;(900, 293, 20, 10, 2011);4;10;900;Téléphonie;35;30;32
565889;(930, 293, 20, 10, 2011);4;10;930;Téléphonie;35;42;43
565939;(960, 293, 20, 10, 2011);4;10;960;Téléphonie;35;36;38
565988;(990, 293, 20, 10, 2011);4;10;990;Téléphonie;35;39;39
566037;(1020, 293, 20, 10, 2011);4;10;1020;Téléphonie;35;26;26
566083;(1050, 293, 20, 10, 2011);4;10;1050;Téléphonie;35;30;30
566129;(1080, 293, 20, 10, 2011);4;10;1080;Téléphonie;35;16;17
566172;(1110, 293, 20, 10, 2011);4;10;1110;Téléphonie;35;16;16
566214;(1140, 293, 20, 10, 2011);4;10;1140;Téléphonie;35;10;10
566254;(1170, 293, 20, 10, 2011);4;10;1170;Téléphonie;35;7;7
566293;(1200, 293, 20, 10, 2011);4;10;1200;Téléphonie;35;7;7
566332;(1230, 293, 20, 10, 2011);4;10;1230;Téléphonie;35;7;7
566371;(1260, 293, 20, 10, 2011);4;10;1260;Téléphonie;35;2;2
566410;(1290, 293, 20, 10, 2011);4;10;1290;Téléphonie;35;2;2
566448;(1320, 293, 20, 10, 2011);4;10;1320;Téléphonie;35;1;1
566484;(1350, 293, 20, 10, 2011);4;10;1350;Téléphonie;35;1;1
566519;(1380, 293, 20, 10, 2011);4;10;1380;Téléphonie;35;0;0
566555;(1410, 293, 20, 10, 2011);4;10;1410;Téléphonie;35;1;1
566591;(0, 294, 21, 10, 2011);5;10;0;Téléphonie;35;0;0
566627;(30, 294, 21, 10, 2011);5;10;30;Téléphonie;35;0;0
566662;(60, 294, 21, 10, 2011);5;10;60;Téléphonie;35;0;0
566698;(90, 294, 21, 10, 2011);5;10;90;Téléphonie;35;0;0
566733;(120, 294, 21, 10, 2011);5;10;120;Téléphonie;35;0;0
566768;(150, 294, 21, 10, 2011);5;10;150;Téléphonie;35;0;0
566803;(180, 294, 21, 10, 2011);5;10;180;Téléphonie;35;0;0
566838;(210, 294, 21, 10, 2011);5;10;210;Téléphonie;35;0;0
566874;(240, 294, 21, 10, 2011);5;10;240;Téléphonie;35;2;2
566909;(270, 294, 21, 10, 2011);5;10;270;Téléphonie;35;0;0
566944;(300, 294, 21, 10, 2011);5;10;300;Téléphonie;35;0;0
566979;(330, 294, 21, 10, 2011);5;10;330;Téléphonie;35;0;0
567015;(360, 294, 21, 10, 2011);5;10;360;Téléphonie;35;0;0
567054;(390, 294, 21, 10, 2011);5;10;390;Téléphonie;35;0;0
567095;(420, 294, 21, 10, 2011);5;10;420;Téléphonie;35;1;1
567141;(450, 294, 21, 10, 2011);5;10;450;Téléphonie;35;6;6
567188;(480, 294, 21, 10, 2011);5;10;480;Téléphonie;35;14;14
567237;(510, 294, 21, 10, 2011);5;10;510;Téléphonie;35;12;12
567287;(540, 294, 21, 10, 2011);5;10;540;Téléphonie;35;23;23
567337;(570, 294, 21, 10, 2011);5;10;570;Téléphonie;35;27;29
567387;(600, 294, 21, 10, 2011);5;10;600;Téléphonie;35;55;56
567438;(630, 294, 21, 10, 2011);5;10;630;Téléphonie;35;41;41
567488;(660, 294, 21, 10, 2011);5;10;660;Téléphonie;35;41;41
567538;(690, 294, 21, 10, 2011);5;10;690;Téléphonie;35;37;38
567588;(720, 294, 21, 10, 2011);5;10;720;Téléphonie;35;31;31
567637;(750, 294, 21, 10, 2011);5;10;750;Téléphonie;35;24;24
567687;(780, 294, 21, 10, 2011);5;10;780;Téléphonie;35;27;27
567737;(810, 294, 21, 10, 2011);5;10;810;Téléphonie;35;26;26
567787;(840, 294, 21, 10, 2011);5;10;840;Téléphonie;35;30;32
567837;(870, 294, 21, 10, 2011);5;10;870;Téléphonie;35;46;49
567887;(900, 294, 21, 10, 2011);5;10;900;Téléphonie;35;52;54
567937;(930, 294, 21, 10, 2011);5;10;930;Téléphonie;35;37;38
567987;(960, 294, 21, 10, 2011);5;10;960;Téléphonie;35;40;41
568037;(990, 294, 21, 10, 2011);5;10;990;Téléphonie;35;30;30
568083;(1020, 294, 21, 10, 2011);5;10;1020;Téléphonie;35;29;29
568127;(1050, 294, 21, 10, 2011);5;10;1050;Téléphonie;35;31;31
568171;(1080, 294, 21, 10, 2011);5;10;1080;Téléphonie;35;25;25
568213;(1110, 294, 21, 10, 2011);5;10;1110;Téléphonie;35;22;23
568255;(1140, 294, 21, 10, 2011);5;10;1140;Téléphonie;35;10;10
568296;(1170, 294, 21, 10, 2011);5;10;1170;Téléphonie;35;9;9
568337;(1200, 294, 21, 10, 2011);5;10;1200;Téléphonie;35;7;8
568378;(1230, 294, 21, 10, 2011);5;10;1230;Téléphonie;35;2;2
568418;(1260, 294, 21, 10, 2011);5;10;1260;Téléphonie;35;5;5
568458;(1290, 294, 21, 10, 2011);5;10;1290;Téléphonie;35;5;5
568498;(1320, 294, 21, 10, 2011);5;10;1320;Téléphonie;35;0;0
568535;(1350, 294, 21, 10, 2011);5;10;1350;Téléphonie;35;0;0
568574;(1380, 294, 21, 10, 2011);5;10;1380;Téléphonie;35;0;0
568612;(1410, 294, 21, 10, 2011);5;10;1410;Téléphonie;35;0;0
568649;(0, 295, 22, 10, 2011);6;10;0;Téléphonie;35;3;3
568685;(30, 295, 22, 10, 2011);6;10;30;Téléphonie;35;0;0
568722;(60, 295, 22, 10, 2011);6;10;60;Téléphonie;35;0;0
568758;(90, 295, 22, 10, 2011);6;10;90;Téléphonie;35;0;0
568794;(120, 295, 22, 10, 2011);6;10;120;Téléphonie;35;0;0
568830;(150, 295, 22, 10, 2011);6;10;150;Téléphonie;35;0;0
568866;(180, 295, 22, 10, 2011);6;10;180;Téléphonie;35;0;0
568902;(210, 295, 22, 10, 2011);6;10;210;Téléphonie;35;2;2
568938;(240, 295, 22, 10, 2011);6;10;240;Téléphonie;35;1;1
568974;(270, 295, 22, 10, 2011);6;10;270;Téléphonie;35;0;0
569010;(300, 295, 22, 10, 2011);6;10;300;Téléphonie;35;0;0
569046;(330, 295, 22, 10, 2011);6;10;330;Téléphonie;35;0;0
569083;(360, 295, 22, 10, 2011);6;10;360;Téléphonie;35;0;0
569119;(390, 295, 22, 10, 2011);6;10;390;Téléphonie;35;0;0
569157;(420, 295, 22, 10, 2011);6;10;420;Téléphonie;35;1;1
569195;(450, 295, 22, 10, 2011);6;10;450;Téléphonie;35;5;5
569231;(480, 295, 22, 10, 2011);6;10;480;Téléphonie;35;6;6
569267;(510, 295, 22, 10, 2011);6;10;510;Téléphonie;35;7;7
569304;(540, 295, 22, 10, 2011);6;10;540;Téléphonie;35;12;12
569346;(570, 295, 22, 10, 2011);6;10;570;Téléphonie;35;16;16
569388;(600, 295, 22, 10, 2011);6;10;600;Téléphonie;35;21;21
569430;(630, 295, 22, 10, 2011);6;10;630;Téléphonie;35;23;23
569472;(660, 295, 22, 10, 2011);6;10;660;Téléphonie;35;34;34
569514;(690, 295, 22, 10, 2011);6;10;690;Téléphonie;35;29;30
569558;(720, 295, 22, 10, 2011);6;10;720;Téléphonie;35;21;21
569602;(750, 295, 22, 10, 2011);6;10;750;Téléphonie;35;18;19
569646;(780, 295, 22, 10, 2011);6;10;780;Téléphonie;35;24;24
569690;(810, 295, 22, 10, 2011);6;10;810;Téléphonie;35;17;17
569734;(840, 295, 22, 10, 2011);6;10;840;Téléphonie;35;21;21
569778;(870, 295, 22, 10, 2011);6;10;870;Téléphonie;35;19;19
569822;(900, 295, 22, 10, 2011);6;10;900;Téléphonie;35;17;17
569866;(930, 295, 22, 10, 2011);6;10;930;Téléphonie;35;17;17
569910;(960, 295, 22, 10, 2011);6;10;960;Téléphonie;35;14;14
569953;(990, 295, 22, 10, 2011);6;10;990;Téléphonie;35;18;18
569996;(1020, 295, 22, 10, 2011);6;10;1020;Téléphonie;35;22;22
570039;(1050, 295, 22, 10, 2011);6;10;1050;Téléphonie;35;15;15
570082;(1080, 295, 22, 10, 2011);6;10;1080;Téléphonie;35;5;5
570124;(1110, 295, 22, 10, 2011);6;10;1110;Téléphonie;35;6;6
570166;(1140, 295, 22, 10, 2011);6;10;1140;Téléphonie;35;4;4
570208;(1170, 295, 22, 10, 2011);6;10;1170;Téléphonie;35;4;4
570250;(1200, 295, 22, 10, 2011);6;10;1200;Téléphonie;35;10;10
570290;(1230, 295, 22, 10, 2011);6;10;1230;Téléphonie;35;8;8
570330;(1260, 295, 22, 10, 2011);6;10;1260;Téléphonie;35;9;9
570369;(1290, 295, 22, 10, 2011);6;10;1290;Téléphonie;35;4;4
570408;(1320, 295, 22, 10, 2011);6;10;1320;Téléphonie;35;0;0
570444;(1350, 295, 22, 10, 2011);6;10;1350;Téléphonie;35;1;1
570482;(1380, 295, 22, 10, 2011);6;10;1380;Téléphonie;35;2;2
570520;(1410, 295, 22, 10, 2011);6;10;1410;Téléphonie;35;0;0
570558;(0, 296, 23, 10, 2011);0;10;0;Téléphonie;35;1;1
570596;(30, 296, 23, 10, 2011);0;10;30;Téléphonie;35;0;0
570633;(60, 296, 23, 10, 2011);0;10;60;Téléphonie;35;0;0
570670;(90, 296, 23, 10, 2011);0;10;90;Téléphonie;35;0;0
570708;(120, 296, 23, 10, 2011);0;10;120;Téléphonie;35;0;0
570745;(150, 296, 23, 10, 2011);0;10;150;Téléphonie;35;0;0
570782;(180, 296, 23, 10, 2011);0;10;180;Téléphonie;35;0;0
570819;(210, 296, 23, 10, 2011);0;10;210;Téléphonie;35;0;0
570857;(240, 296, 23, 10, 2011);0;10;240;Téléphonie;35;0;0
570894;(270, 296, 23, 10, 2011);0;10;270;Téléphonie;35;1;1
570931;(300, 296, 23, 10, 2011);0;10;300;Téléphonie;35;0;0
570968;(330, 296, 23, 10, 2011);0;10;330;Téléphonie;35;1;1
571005;(360, 296, 23, 10, 2011);0;10;360;Téléphonie;35;0;1
571042;(390, 296, 23, 10, 2011);0;10;390;Téléphonie;35;0;0
571083;(420, 296, 23, 10, 2011);0;10;420;Téléphonie;35;0;0
571126;(450, 296, 23, 10, 2011);0;10;450;Téléphonie;35;2;2
571167;(480, 296, 23, 10, 2011);0;10;480;Téléphonie;35;1;1
571208;(510, 296, 23, 10, 2011);0;10;510;Téléphonie;35;4;4
571249;(540, 296, 23, 10, 2011);0;10;540;Téléphonie;35;2;2
571290;(570, 296, 23, 10, 2011);0;10;570;Téléphonie;35;1;1
571331;(600, 296, 23, 10, 2011);0;10;600;Téléphonie;35;4;4
571372;(630, 296, 23, 10, 2011);0;10;630;Téléphonie;35;4;4
571413;(660, 296, 23, 10, 2011);0;10;660;Téléphonie;35;2;2
571454;(690, 296, 23, 10, 2011);0;10;690;Téléphonie;35;5;5
571495;(720, 296, 23, 10, 2011);0;10;720;Téléphonie;35;8;8
571536;(750, 296, 23, 10, 2011);0;10;750;Téléphonie;35;4;4
571576;(780, 296, 23, 10, 2011);0;10;780;Téléphonie;35;7;7
571617;(810, 296, 23, 10, 2011);0;10;810;Téléphonie;35;4;4
571658;(840, 296, 23, 10, 2011);0;10;840;Téléphonie;35;8;8
571699;(870, 296, 23, 10, 2011);0;10;870;Téléphonie;35;7;7
571740;(900, 296, 23, 10, 2011);0;10;900;Téléphonie;35;5;5
571781;(930, 296, 23, 10, 2011);0;10;930;Téléphonie;35;6;6
571821;(960, 296, 23, 10, 2011);0;10;960;Téléphonie;35;5;5
571861;(990, 296, 23, 10, 2011);0;10;990;Téléphonie;35;9;9
571901;(1020, 296, 23, 10, 2011);0;10;1020;Téléphonie;35;5;5
571941;(1050, 296, 23, 10, 2011);0;10;1050;Téléphonie;35;3;3
571981;(1080, 296, 23, 10, 2011);0;10;1080;Téléphonie;35;4;4
572021;(1110, 296, 23, 10, 2011);0;10;1110;Téléphonie;35;2;2
572061;(1140, 296, 23, 10, 2011);0;10;1140;Téléphonie;35;8;8
572101;(1170, 296, 23, 10, 2011);0;10;1170;Téléphonie;35;4;4
572141;(1200, 296, 23, 10, 2011);0;10;1200;Téléphonie;35;4;4
572181;(1230, 296, 23, 10, 2011);0;10;1230;Téléphonie;35;5;5
572221;(1260, 296, 23, 10, 2011);0;10;1260;Téléphonie;35;2;2
572260;(1290, 296, 23, 10, 2011);0;10;1290;Téléphonie;35;1;1
572299;(1320, 296, 23, 10, 2011);0;10;1320;Téléphonie;35;0;0
572336;(1350, 296, 23, 10, 2011);0;10;1350;Téléphonie;35;0;0
572373;(1380, 296, 23, 10, 2011);0;10;1380;Téléphonie;35;1;1
572412;(1410, 296, 23, 10, 2011);0;10;1410;Téléphonie;35;0;1
572448;(0, 297, 24, 10, 2011);1;10;0;Téléphonie;35;0;0
572484;(30, 297, 24, 10, 2011);1;10;30;Téléphonie;35;0;0
572520;(60, 297, 24, 10, 2011);1;10;60;Téléphonie;35;0;0
572556;(90, 297, 24, 10, 2011);1;10;90;Téléphonie;35;0;0
572592;(120, 297, 24, 10, 2011);1;10;120;Téléphonie;35;0;0
572628;(150, 297, 24, 10, 2011);1;10;150;Téléphonie;35;0;0
572664;(180, 297, 24, 10, 2011);1;10;180;Téléphonie;35;0;0
572700;(210, 297, 24, 10, 2011);1;10;210;Téléphonie;35;0;0
572736;(240, 297, 24, 10, 2011);1;10;240;Téléphonie;35;2;2
572772;(270, 297, 24, 10, 2011);1;10;270;Téléphonie;35;0;0
572809;(300, 297, 24, 10, 2011);1;10;300;Téléphonie;35;1;1
572845;(330, 297, 24, 10, 2011);1;10;330;Téléphonie;35;1;1
572883;(360, 297, 24, 10, 2011);1;10;360;Téléphonie;35;0;0
572924;(390, 297, 24, 10, 2011);1;10;390;Téléphonie;35;1;1
572966;(420, 297, 24, 10, 2011);1;10;420;Téléphonie;35;2;2
573010;(450, 297, 24, 10, 2011);1;10;450;Téléphonie;35;6;6
573058;(480, 297, 24, 10, 2011);1;10;480;Téléphonie;35;21;21
573108;(510, 297, 24, 10, 2011);1;10;510;Téléphonie;35;38;39
573158;(540, 297, 24, 10, 2011);1;10;540;Téléphonie;35;62;63
573208;(570, 297, 24, 10, 2011);1;10;570;Téléphonie;35;70;73
573259;(600, 297, 24, 10, 2011);1;10;600;Téléphonie;35;88;88
573310;(630, 297, 24, 10, 2011);1;10;630;Téléphonie;35;79;80
573361;(660, 297, 24, 10, 2011);1;10;660;Téléphonie;35;87;89
573412;(690, 297, 24, 10, 2011);1;10;690;Téléphonie;35;95;97
573463;(720, 297, 24, 10, 2011);1;10;720;Téléphonie;35;61;61
573514;(750, 297, 24, 10, 2011);1;10;750;Téléphonie;35;47;49
573566;(780, 297, 24, 10, 2011);1;10;780;Téléphonie;35;43;46
573619;(810, 297, 24, 10, 2011);1;10;810;Téléphonie;35;58;58
573670;(840, 297, 24, 10, 2011);1;10;840;Téléphonie;35;82;82
573721;(870, 297, 24, 10, 2011);1;10;870;Téléphonie;35;85;87
573772;(900, 297, 24, 10, 2011);1;10;900;Téléphonie;35;72;74
573823;(930, 297, 24, 10, 2011);1;10;930;Téléphonie;35;72;73
573874;(960, 297, 24, 10, 2011);1;10;960;Téléphonie;35;66;66
573925;(990, 297, 24, 10, 2011);1;10;990;Téléphonie;35;61;62
573973;(1020, 297, 24, 10, 2011);1;10;1020;Téléphonie;35;49;49
574019;(1050, 297, 24, 10, 2011);1;10;1050;Téléphonie;35;42;42
574062;(1080, 297, 24, 10, 2011);1;10;1080;Téléphonie;35;24;24
574106;(1110, 297, 24, 10, 2011);1;10;1110;Téléphonie;35;29;30
574148;(1140, 297, 24, 10, 2011);1;10;1140;Téléphonie;35;14;14
574188;(1170, 297, 24, 10, 2011);1;10;1170;Téléphonie;35;15;15
574228;(1200, 297, 24, 10, 2011);1;10;1200;Téléphonie;35;9;9
574267;(1230, 297, 24, 10, 2011);1;10;1230;Téléphonie;35;12;12
574307;(1260, 297, 24, 10, 2011);1;10;1260;Téléphonie;35;5;5
574346;(1290, 297, 24, 10, 2011);1;10;1290;Téléphonie;35;3;3
574385;(1320, 297, 24, 10, 2011);1;10;1320;Téléphonie;35;1;1
574422;(1350, 297, 24, 10, 2011);1;10;1350;Téléphonie;35;0;0
574459;(1380, 297, 24, 10, 2011);1;10;1380;Téléphonie;35;2;2
574495;(1410, 297, 24, 10, 2011);1;10;1410;Téléphonie;35;0;0
574530;(0, 298, 25, 10, 2011);2;10;0;Téléphonie;35;2;2
574565;(30, 298, 25, 10, 2011);2;10;30;Téléphonie;35;4;4
574600;(60, 298, 25, 10, 2011);2;10;60;Téléphonie;35;3;3
574635;(90, 298, 25, 10, 2011);2;10;90;Téléphonie;35;0;0
574669;(120, 298, 25, 10, 2011);2;10;120;Téléphonie;35;0;0
574704;(150, 298, 25, 10, 2011);2;10;150;Téléphonie;35;0;0
574739;(180, 298, 25, 10, 2011);2;10;180;Téléphonie;35;1;1
574774;(210, 298, 25, 10, 2011);2;10;210;Téléphonie;35;0;0
574809;(240, 298, 25, 10, 2011);2;10;240;Téléphonie;35;1;1
574845;(270, 298, 25, 10, 2011);2;10;270;Téléphonie;35;1;1
574880;(300, 298, 25, 10, 2011);2;10;300;Téléphonie;35;0;0
574916;(330, 298, 25, 10, 2011);2;10;330;Téléphonie;35;2;2
574954;(360, 298, 25, 10, 2011);2;10;360;Téléphonie;35;6;6
574993;(390, 298, 25, 10, 2011);2;10;390;Téléphonie;35;7;7
575034;(420, 298, 25, 10, 2011);2;10;420;Téléphonie;35;10;10
575077;(450, 298, 25, 10, 2011);2;10;450;Téléphonie;35;9;9
575123;(480, 298, 25, 10, 2011);2;10;480;Téléphonie;35;19;20
575172;(510, 298, 25, 10, 2011);2;10;510;Téléphonie;35;43;44
575223;(540, 298, 25, 10, 2011);2;10;540;Téléphonie;35;77;81
575274;(570, 298, 25, 10, 2011);2;10;570;Téléphonie;35;76;77
575325;(600, 298, 25, 10, 2011);2;10;600;Téléphonie;35;109;111
575375;(630, 298, 25, 10, 2011);2;10;630;Téléphonie;35;100;100
575425;(660, 298, 25, 10, 2011);2;10;660;Téléphonie;35;110;111
575475;(690, 298, 25, 10, 2011);2;10;690;Téléphonie;35;95;95
575525;(720, 298, 25, 10, 2011);2;10;720;Téléphonie;35;73;76
575574;(750, 298, 25, 10, 2011);2;10;750;Téléphonie;35;70;70
575625;(780, 298, 25, 10, 2011);2;10;780;Téléphonie;35;67;69
575675;(810, 298, 25, 10, 2011);2;10;810;Téléphonie;35;78;78
575725;(840, 298, 25, 10, 2011);2;10;840;Téléphonie;35;107;109
575775;(870, 298, 25, 10, 2011);2;10;870;Téléphonie;35;91;93
575825;(900, 298, 25, 10, 2011);2;10;900;Téléphonie;35;87;87
575875;(930, 298, 25, 10, 2011);2;10;930;Téléphonie;35;104;104
575925;(960, 298, 25, 10, 2011);2;10;960;Téléphonie;35;88;90
575975;(990, 298, 25, 10, 2011);2;10;990;Téléphonie;35;93;93
576023;(1020, 298, 25, 10, 2011);2;10;1020;Téléphonie;35;68;68
576068;(1050, 298, 25, 10, 2011);2;10;1050;Téléphonie;35;65;65
576109;(1080, 298, 25, 10, 2011);2;10;1080;Téléphonie;35;55;55
576149;(1110, 298, 25, 10, 2011);2;10;1110;Téléphonie;35;29;29
576189;(1140, 298, 25, 10, 2011);2;10;1140;Téléphonie;35;25;26
576228;(1170, 298, 25, 10, 2011);2;10;1170;Téléphonie;35;21;21
576267;(1200, 298, 25, 10, 2011);2;10;1200;Téléphonie;35;20;20
576306;(1230, 298, 25, 10, 2011);2;10;1230;Téléphonie;35;15;16
